,text,category,1,2,3,4,5
145,RT @CiseProgresa: El entorno y los consumidores se han transformado completamente y los que estén preparados para adaptarse liderarán el nu…,0,0,0,0,0,0
146,"Por esas abuelas que no aceptan un ""no quiero más"" como respuesta.",1,0,0,1,1,0
147,"Típico: Ir a la casa de tu amigo y que su madre te tome como ejemplo de buen comportamiento, cuando eres peor que él.",1,1,0,0,0,1
148,"Si te dice fea, es porque eres guapa, nadie le dice fea a una fea.",0,0,0,0,0,2
149,Mirar el celular cuando no quieres saludar a alguien.,0,0,0,0,0,0
150,Matar mentalmente a quien no soportas.,0,0,0,0,0,0
151,"Todos tenemos una canción que nos hace llorar, sonreír y recordar. ¿Cuál es la tuya?",0,0,0,0,0,0
152,"—Tienes clase, hijo. —Gracias, mamá, soy un caballero. —Tienes clase mañana. Ya duérmete, pendejo.",1,0,1,1,0,1
153,Yo + ? = Ni se te ocurra hablarme.,0,0,0,0,0,0
154,"Mi novio tiene sexo con muchas, para cuando este conmigo ser el mejor. Lo sé, me ama!.",0,0,1,0,0,0
155,- ¿Y la dieta? -Me la comí :(,1,0,0,3,0,0
156,"A QUE NO SABES LEER EN INGLES... Lee esto rápido: (Teen, Go, Pick, A, Son, In, My, Cool, Low) Excelente! Te felicito. ",0,0,0,0,1,0
157,¿FELICIDAD?... Felicidad es darle la vuelta a la almohada y seguir durmiendo del lado frío.,0,1,0,0,0,0
158,¿Cuál es la enfermedad del 1 + 2? El ESTRESS ,1,0,0,1,1,0
159,"-Papá, hoy me habló una chica - ¿Si? ¿Y qué te dijo? -La base de datos de virus ha sido actualizada.",1,1,1,1,0,0
160,"—Hey, mi mamá quiere ser tu suegra. —Uy, la mía quería ser cantante y tampoco se le hizo. —Ay :(",1,1,2,0,2,0
161,"- ¿Fumaste marihuana? - ¡No, papá! Te juro que... -Idiota, ¡soy tu perro! -Jajaja Firulay me asustaste :(",1,1,0,0,0,1
162,-Quiero ser más que tu amiga -Ayyy ♥ que lindo. ¿Y que queres ser? -Quiero ser tu  'hermana' en Facebook.,1,2,3,0,0,0
163,"Mi mamá también piensa que no la valoro, pero lo que no sabes es que yo por ella daría la vida.",0,0,0,0,0,0
164,"Personas que son más falsas que un ""Hoy sí me duermo temprano"".",0,0,1,1,0,0
165,A la cuenta de 3 decimos lo que sentimos Ok 1...2...3 ¡Lo que sentimos! ¡Te am...sentimos!,1,0,1,0,0,2
166,Ojalá tuviera por la noche el sueño que tengo por las mañana :(,0,0,0,0,0,0
167,No hay photoshop que te arregle el cerebro... Entérate.,0,0,0,0,0,0
168,-Creo que soy muy neurótico - ¿Y eso? - ¿Y ESO QUE IDIOTA? ¿ME ESTÁS CUESTIONANDO?,1,0,0,2,2,0
169,"—¿Tienes tarjetas que digan Para mi único y verdadero amor♥? —Sí, claro joven ¿quiere una? —No, deme ocho...",1,1,1,1,2,0
170,¿Por qué el soltero está siempre delgado y el casado gordo? --&gt;,0,1,0,0,0,0
171,Típico : Esa sonrisa diabólica que tratas de esconder cuando algo sale bien.,0,0,0,1,0,0
172,"—Windows, apágate. —¿Qué hago? ¿Me apago, me suspendo o me reinicio? —¡Que te apagues! —""Instalando actualizaciones 1 de 60...""",1,1,1,2,1,2
173,"—Dr, Yo quiero vivir 100 años —¿Fuma? —NO —¿Toma? —NO —¿Parrandea? —NO —¿Tiras mucho? —NO —¿Entonces para que carajo quiere vivir tanto?",1,0,0,3,0,0
174,Mis padres me dijeron que deje de ver películas y lea más. Así que... Puse Subtítulos,1,0,0,0,2,0
175,"RT @NewBirdVe: El momento del dia más apropiado para ir a comprar zapatos es durante la tarde, porque los pies están hinchados …",0,0,0,0,0,0
176,Con auriculares: No me hables. Sin auriculares: No me hables.,1,1,1,0,1,0
177,"—Bueno, ¿Con quién quiere hablar?
—Contigo.
—Déjeme se lo paso, ¡TIGO, TE HABLAN! 
—No, pero... 
—Ya viene. 
—Espera... 
—Hola, habla Tigo.",1,2,0,0,0,1
178,Ammmm sera que COMCEL y TELMEX se unificaron?? Mmmm... !!Claro!!,0,0,1,1,0,0
179,"— Ya le dimos muchas vueltas, esto no puede continuar. — Pero yo te amo. — Señor, ya bájese del carrusel, no sea ridículo. — Ay. :(",1,0,0,0,1,2
180,"Odio
la
gente
que
en
whatsapp
a
cada
palabra
que
pone
le
da
a
enviar
y
no
lo
pone
todo
junto.

RT si tu también odias que escriban así",0,0,0,0,0,1
181,"Me voy a disfrazar de ""Se me perdió el celular"", eso si que da miedo.",0,0,0,0,1,0
182,"-¿Me haces un favor? 
-Depende si me tengo que mover o no.",1,0,1,2,0,0
183,Algunos hombres tienen su barriga cervecera como cementerio: dándole sombra al muerto.,1,1,0,0,0,1
184,Viernes. *Cierras los ojos*. *Abres los ojos*. Noche de domingo.,0,0,0,0,0,0
185,"Si nunca le dijiste a tu hermano menor que era adoptado, fracasaste como hermano.",0,0,0,0,0,0
186,"-Papá, hay un señor en la puerta haciendo una colecta para una nueva piscina -Dale un vaso de agua",1,0,2,1,0,0
187,"-Manue ¿cómo ha ido el juicio? -El juez ha dicho que 5 años de cárcel ó 95 mil euros -Tú no seas tonto, ¡coge el dinero! ",1,1,1,1,0,0
188,"Típico: Entre mas tareas tienes por hacer, más interesante se pone el Internet.",0,1,0,0,0,0
189,"Típico : Decir ""Ya estoy llegando"" cuando aún te falta media hora para llegar.",1,1,1,1,0,0
190,"Una Pepsi llorando frente a una tumba, llega otra y le pregunta: -¿Familiar? -No, litro y medio... ",1,0,0,2,0,1
191,"-Si no paga, procederemos a embargar su cuenta - ¿La de Twitter? -No, la del banco -No jodas, ¡ya me había asustado!",1,3,1,1,1,0
192,"Voz te imaginas? Amor!!!!! Perrea mami, Perrea, Perrea mami perrea, A ella le gusta la gasolinaa dale mas gasolina!  ",0,0,0,0,0,0
193,De los creadores de ''Alvergony'' Llega en 3D Estúpida Tuerta,1,3,0,0,0,0
194,"Mi cama y yo nos amamos, pero obviamente la alarma tiene celos.",1,0,1,1,1,1
195,"—¿Eres fan de Apple? —No. —¡¿Y esa tablet?! —Es mi novia, abuelo, ya déjala en paz. —Mira tiene mini teclas. —¡ABUELO! —JAJAJÁ —:'(",1,1,1,1,0,0
196,Admiro mi capacidad para soportar gente que merece una patada en la cara,0,0,0,0,0,1
197,-¿Hacemos el amor? -¿No crees que vamos muy rápido? -Tienes razón. ¡Primero me estaciono!,1,1,0,0,1,1
198,"Vivir en las nubes no es malo, lo malo es bajar.  ",0,0,0,0,0,0
199,"Típico: Irte a la cama a ""dormir"" y pasar primero una hora pensando pendejadas.",0,0,0,0,0,0
200,Vivimos en la generacion de WTF.. —Wikipedia —Twitter —Facebook,1,2,1,0,3,0
201,¿Qué hace un tomate con capa y sombrero? Capitán Tomate. ¿Y qué hace una patata con capa y sombrero? Imitar al Capitán Tomate.,1,0,1,1,0,0
202,"-Amor, ¿sabes qué es lo más hermoso que tienes? -Wow, ¿qué cosa mi amor? -No tengo ni idea, por eso te pregunto...",1,2,1,1,0,1
203,El amor eterno dura aproximadamente 3 meses .,1,2,0,0,0,0
204,"Justifique su repuesta: ""Es falso, porque no es verdadero""",0,0,0,1,0,0
205,"Yo también he dicho que mi letra muy fea, para que no me toque escribir en los trabajos de grupo.",0,0,0,1,0,0
206,"-Ayer llovió, hoy hacer calor, y vos seguís igual - ¿Y? -Me prometiste que ibas a cambiar con el tiempo :(",1,1,1,1,0,0
207,"-Bueno, dame tu número. —No, acabo de conocerte. —¿Cuál es tu número? —Me da pena. No soy fácil. —Señorita ¿Necesita la recarga si o no?",1,2,0,0,2,0
208,Preocuparse menos y mandar más a la mierda.,0,0,0,2,0,0
209,"""En mis tiempos..."" si abuela, en sus tiempos eran súper santos y por eso tengo 18 tíos.",1,0,0,1,1,0
210,Perfume de hombre debilidad de toda mujer.,0,0,0,0,0,0
211,- ¿Porque llegas tarde a clases? -Agradezca que vine a la escuela,1,0,2,0,0,1
212, las matemáticas maduren y puedan resolver sus propios problemas.,1,0,0,0,2,0
213,"-Hijo, ¿practicas la pesca? -No - ¿Y ese bagre? -Ya mamá, deja en paz a mi novia -Jajaja, no te aguantas nada",1,0,0,1,1,1
214,"Su mensaje fue enviado, visualizado e ignorado con éxito.",0,0,0,0,0,1
215,La masturbación es un trabajo artesanal... 100% hecho a mano! ,1,0,0,0,1,2
216,"—Señor ¿Tiene bolas de algodón? —Mire, si tuviera bolas de algodón ¡Mis hijos serían peluches!",1,2,0,1,1,1
217,Todos los hombres tienen su precio... pero algunos están de oferta. ,0,0,1,0,0,0
218,Tendría que estar prohibido estudiar un domingo.,0,0,1,1,0,0
219,EX significa: —Gracias por la EXperiencia. —Nuestro tiempo ya EXpiró. —EXiste alguien mejor en mi vida. —NEXt.,1,1,0,2,1,0
220,"—¿Te cojo? —¿Qué? —¡Que me pica el ojo! —Ahhh... —Te excito, lo sé. —¿Qué? —¿Tecito o café? —¡Café! —¿Te doy? —¿Qué? —Que ya me voy jaja",0,1,0,1,1,0
221,"Jefe, Luis me acosa, me dice: Qué rico huele tu pelo Ana -Pero eso no es malo -¡Acuérdese que Luis es enano!  ",1,1,0,0,1,1
222,"—Oye, tengo sueño.

—Pues duerme.

—Tengo hambre.

—Pues come.

—Te amo.

—¡Que te duermas!",1,0,0,3,0,0
223,"-Mi amor, decime algo dulce al oído -Flan",1,0,1,0,1,2
224, Me suicidaria.,0,0,0,0,0,0
225,"Si no hiciste el sonido de ""we will rock you"" en una mesa, no sos humano",0,0,0,0,0,0
226,@Riete Profesores que se creen estrategas militares reubicando alumnos en los exámenes.,1,0,0,0,1,1
227,"-Mamá, mamá, en la escuela me dicen incoherente - ¿Por qué hijo? -Almohada",1,3,0,0,0,0
228,DICIEMBRE. Comer. Dormir. Comer. Dormir. Comer. Dormir. Comer. Dormir. Comer. Dormir. Comer.,0,2,0,1,0,0
229,Todos hemos fingido una conversación por celular para evitar a alguien.,0,0,0,0,1,0
230,"Tu mamá es taaan taan obesa, que cuando pasa frente a la TV... te pierdes como 5 comerciales. ",1,2,0,0,0,0
231,"RT @EresReflexivo: Es tan difícil ser pobre sin quejarse, como el ser rico sin convertirse en arrogante.",0,0,0,0,0,0
232,"Querido Colegio, necesitamos darnos un tiempo, no eres tú soy yo.",1,1,0,1,2,0
233,"-Señor, ¿podría explicarme el secreto de su éxito? -Depende, ¿es periodista o policía?  ",1,0,0,2,1,0
234,'Acabar' el examen y hacer el recuento de todas las preguntas respondidas para saber qué nota puedes sacar.,0,0,0,0,0,0
