,text,category
65,"Oye, hija, ¿Trabajas en Monsters Inc.? No Mamá, ¿Por qué? ¿Y ese monstruo? ¡Mamá!, deja en paz a mi novio.  ¡33:12! ¡Tenemos un 33:12!.",1
66,"Nueva promoción de Microsoft: Con tu Windows 7, de regalo 3 botones de RESET de repuesto.  ",1
67,¡Nada es imposible! ¿No han visto como Bob Esponja hace una fogata bajo el agua?,0
68,"Típico: Mi profesora siempre decía: ""ese grupito de allá atrás se me separa""",0
69,"Si en las cajas de cigarrillos en vez de fotos de muertos pusieran: ""Estás ayudando al gobierno con $5"", todos dejarían de fumar.",0
70, La gente se detenga a saludarme.,0
71,"Voy a estudiar, Oh una mosca Voy a estudiar, Tengo un WhatsApp Voy a estudiar, Primero me baño Voy a estudiar, pff ya es tarde, mañana",0
72,"Entrevista de trabajo: -¿Cúanto voy a cobrar? -Por ahora 200 y más adelante 700 -Bueno, pues volveré más adelante. ",1
73,"-Oye, ¿a ti te ayudan a sentarte? -No, me siento sola -¡LO SABÍA! Sabía que aún me extrañabas.",1
74,Un buen amigo es el que te da consejos durante horas sabiendo que no los vas a seguir.,0
75,"-Hola, ¿cómo te llamas? -María de los Ángeles, ¿y vos? -Pedro de New York",1
76,"-Te amo -Tranquila, ya se te va a pasar…",1
77,La verdadera siesta es cuando te levantas y no te acordas ni del nombre de tu mamá,0
78,"Escuchar los pasos de tu mamá, bloquear el celular y hacerte el dormido.",0
79,RT @ceramicascaribe: En  sabemos que quieres darle el mejor hogar posible a tu familia y nosotros queremos que lo tengas,0
80,"-Mami, ¿hay gelatinaa? -No hija, solo hay i latina e y griega... by @Jkay282  ",1
81,"Admítelo, tu también dijiste: ""Mamá, si me compras esto, nunca mas te vuelvo a pedir nada""",0
82,"Los débiles toman venganza, los fuertes perdonan, pero los más inteligentes simplemente ignoran. BUEN DIA",0
83,"Mi viejo me dice ""tráeme rápido el coso que está en el coso"" y yo no entiendo y corro en círculos persiguiéndome la cola.",1
84,"- ¿Qué estas tomando? -Agua, mamá -A ver... Esto no es agua, es vino - ¡ALABADO SEA EL SEÑOR!",1
85,"Típico : Contestar ""¿Qué?"" para tener tiempo de pensar una respuesta creíble.",1
86,"Si amas a alguien, drógalo con cloroformo y átalo en tu cama. Si se queda, es tuyo; si logra huir, dispárale mientras corre.",1
87,Esperar que un famoso te dé reply en Twitter es tan difícil como pedir un autógrafo a la salida de un concierto. ,1
88,"- ¡Ayuda, se perdió mi hija! - ¿Cómo se llama? -Esperanza - ¡IMPOSIBLE! La esperanza es lo último que se pierde.",1
89,"Un matrimonio se reune en el cielo: -Querido, qué bueno encontrarte -Querido nada, era hasta que la muerte los separe! by @JoViRosHer",1
90,"-911, ¿cuál es su emergencia? -Sígame la corriente, es que está pasando mi ex a mi lado... JAJAJA SÍ ¡YO TAMBIÉN TE AMO AMOR!",1
91,"2 amigas sentadas en el parque: -Ana, aquel tipo te está viendo las pantaletas -Será a ti porque yo no traigo! ",1
92,"Subir las escaleras a oscuras, dar un paso con un escalón imaginario y casi matarte :(",0
93,Ir al cine y comerse todo antes de que comience la película.,0
94,"Las zorras presumen tener a muchos hombres tras de ellas, es obvio pues todo lo que esta en oferta y barato siempre atrae muchos clientes.",1
95,"El Profesor dice ""Grupos de 3"" y siempre sale uno a decir: ¿Se puede uno de 4 profesor?.",1
96,RT @MichelPesquera: Quién anda en Vancouver. .. me siento solo por acá,0
97,Limpiar tu cuarto: 1% limpieza. 30% quejarse. 69% jugar con lo que vas encontrando.,0
98,"Amistad nivel: Con tan sólo mirarse, saber de quien se están burlando.",0
99,Con los años mi Juan se ha vuelto en una fiera en la cama -¿Te hace el amor salvajemente? -No... se mea para marcar su territorio,1
100,"-Papá, el entrenador me dijo que conmigo el gol era seguro! -Qué bueno hijo! -Ni tanto, soy el portero... ",1
101,Había un niño tan feo pero tan feo que sus papás le amarraban un trozo de carne al cuello para que el perro jugara con el...,1
102,Típico: estás saliendo con alguien y de repente aparece hasta tu ex del kínder.,0
103,Sinónimos de felicidad: -Comer -Dormir -Alcohol -Dinero -Música -Amigos,0
104,"No creas en quien dice quererte, sino en quien lucha por tenerte...  ",0
105,Lo mejor de dormir es dormir.,0
106,"RT @FraseSexual: De acuerdo con el Instituto Kinsey, la erección de pene más corta, fue registrada en tan solo 4.5 centímetros",0
107,"Los domingos se hicieron para comer tarde, dormir todo el día y quejarse porque mañana es lunes.",0
108,Yo también pienso que he hecho bien el examen hasta que le pregunto a los demás sus respuestas.,0
109,"—Me cae mal
—¿La conoces?
—No, pero me cae mal.",0
110,"-Te amo &lt;3 -Yo ya casi &lt;2,9999",0
111,"En la vida existen momentos incomparables, cosas inexplicables y personas inolvidables",0
112,Cuando te bañas: 75% pensar o cantar. 25% bañarte.,0
113,"—Cuando estoy aburrido de hablar con alguien digo: ""Jajajaja! Sí"", para cortar la conversación. —¿En serio? —Jajajaja! Sí.",1
114,"RT @RealidadEnfrase: ""Una cosa es perdonar y otra muy diferente volver a confiar.""",0
115,"Dios nunca pone a alguien en tu vida sin ninguna razón. Algún día, sabremos por qué lo hizo. BUEN DIA",0
116,@PitufoFilosofon A veces lo malo sucede para que puedas agradecer por todo lo bueno que te da la vida.,0
117,"-Le robé un beso que me dejo sin aliento -Pero contame, ¿Cómo fue? -Le robé el beso y luego me dio un golpe en el estómago :(",1
118,TIpico: Ir por la calle. Saludar a alguien. Que no te devuelva el saludo. Pensar... A ÉSTE YA NO LE SALUDO MÁS.,1
119,Decir que es una larga historia para no contarla.,0
120, Sexy And Know It - LMFAO,0
121,"—Doctor, doctor, no puedo recordar nada. —¿Desde cuándo tiene este problema? —¿Cuál problema?",1
122,La gente lo llama día de San Valentín. Yo lo llamo jueves.,1
123,RT @CiseProgresa: El entorno y los consumidores se han transformado completamente y los que estén preparados para adaptarse liderarán el nu…,0
124,"Por esas abuelas que no aceptan un ""no quiero más"" como respuesta.",1
125,"Típico: Ir a la casa de tu amigo y que su madre te tome como ejemplo de buen comportamiento, cuando eres peor que él.",1
126,"Si te dice fea, es porque eres guapa, nadie le dice fea a una fea.",0
127,Mirar el celular cuando no quieres saludar a alguien.,0
128,Matar mentalmente a quien no soportas.,0
129,"Todos tenemos una canción que nos hace llorar, sonreír y recordar. ¿Cuál es la tuya?",0
130,"—Tienes clase, hijo. —Gracias, mamá, soy un caballero. —Tienes clase mañana. Ya duérmete, pendejo.",1
131,Yo + ? = Ni se te ocurra hablarme.,0
132,"Mi novio tiene sexo con muchas, para cuando este conmigo ser el mejor. Lo sé, me ama!.",0
133,- ¿Y la dieta? -Me la comí :(,1
134,"A QUE NO SABES LEER EN INGLES... Lee esto rápido: (Teen, Go, Pick, A, Son, In, My, Cool, Low) Excelente! Te felicito. ",0
135,¿FELICIDAD?... Felicidad es darle la vuelta a la almohada y seguir durmiendo del lado frío.,0
136,"-Papá, hoy me habló una chica - ¿Si? ¿Y qué te dijo? -La base de datos de virus ha sido actualizada.",1
137,"- ¿Fumaste marihuana? - ¡No, papá! Te juro que... -Idiota, ¡soy tu perro! -Jajaja Firulay me asustaste :(",1
138,"Mi mamá también piensa que no la valoro, pero lo que no sabes es que yo por ella daría la vida.",0
139,"Personas que son más falsas que un ""Hoy sí me duermo temprano"".",0
140,A la cuenta de 3 decimos lo que sentimos Ok 1...2...3 ¡Lo que sentimos! ¡Te am...sentimos!,1
141,Ojalá tuviera por la noche el sueño que tengo por las mañana :(,0
142,-Creo que soy muy neurótico - ¿Y eso? - ¿Y ESO QUE IDIOTA? ¿ME ESTÁS CUESTIONANDO?,1
143,"—¿Tienes tarjetas que digan Para mi único y verdadero amor♥? —Sí, claro joven ¿quiere una? —No, deme ocho...",1
144,¿Por qué el soltero está siempre delgado y el casado gordo? --&gt;,0
145,Típico : Esa sonrisa diabólica que tratas de esconder cuando algo sale bien.,0
146,"—Windows, apágate. —¿Qué hago? ¿Me apago, me suspendo o me reinicio? —¡Que te apagues! —""Instalando actualizaciones 1 de 60...""",1
147,"—Dr, Yo quiero vivir 100 años —¿Fuma? —NO —¿Toma? —NO —¿Parrandea? —NO —¿Tiras mucho? —NO —¿Entonces para que carajo quiere vivir tanto?",1
148,Mis padres me dijeron que deje de ver películas y lea más. Así que... Puse Subtítulos,1
149,"RT @NewBirdVe: El momento del dia más apropiado para ir a comprar zapatos es durante la tarde, porque los pies están hinchados …",0
150,Con auriculares: No me hables. Sin auriculares: No me hables.,1
151,Ammmm sera que COMCEL y TELMEX se unificaron?? Mmmm... !!Claro!!,0
152,"Odio
la
gente
que
en
whatsapp
a
cada
palabra
que
pone
le
da
a
enviar
y
no
lo
pone
todo
junto.

RT si tu también odias que escriban así",0
153,"Me voy a disfrazar de ""Se me perdió el celular"", eso si que da miedo.",0
154,"-¿Me haces un favor? 
-Depende si me tengo que mover o no.",1
155,Viernes. *Cierras los ojos*. *Abres los ojos*. Noche de domingo.,0
156,"Si nunca le dijiste a tu hermano menor que era adoptado, fracasaste como hermano.",0
157,"-Manue ¿cómo ha ido el juicio? -El juez ha dicho que 5 años de cárcel ó 95 mil euros -Tú no seas tonto, ¡coge el dinero! ",1
158,"Típico: Entre mas tareas tienes por hacer, más interesante se pone el Internet.",0
159,"Típico : Decir ""Ya estoy llegando"" cuando aún te falta media hora para llegar.",1
160,"Una Pepsi llorando frente a una tumba, llega otra y le pregunta: -¿Familiar? -No, litro y medio... ",1
161,"Voz te imaginas? Amor!!!!! Perrea mami, Perrea, Perrea mami perrea, A ella le gusta la gasolinaa dale mas gasolina!  ",0
162,De los creadores de ''Alvergony'' Llega en 3D Estúpida Tuerta,1
163,"Mi cama y yo nos amamos, pero obviamente la alarma tiene celos.",1
164,"—¿Eres fan de Apple? —No. —¡¿Y esa tablet?! —Es mi novia, abuelo, ya déjala en paz. —Mira tiene mini teclas. —¡ABUELO! —JAJAJÁ —:'(",1
165,Admiro mi capacidad para soportar gente que merece una patada en la cara,0
166,-¿Hacemos el amor? -¿No crees que vamos muy rápido? -Tienes razón. ¡Primero me estaciono!,1
167,"Vivir en las nubes no es malo, lo malo es bajar.  ",0
168,"Típico: Irte a la cama a ""dormir"" y pasar primero una hora pensando pendejadas.",0
169,Vivimos en la generacion de WTF.. —Wikipedia —Twitter —Facebook,1
170,"Yo también he dicho que mi letra muy fea, para que no me toque escribir en los trabajos de grupo.",0
171,"-Ayer llovió, hoy hacer calor, y vos seguís igual - ¿Y? -Me prometiste que ibas a cambiar con el tiempo :(",1
172,"-Bueno, dame tu número. —No, acabo de conocerte. —¿Cuál es tu número? —Me da pena. No soy fácil. —Señorita ¿Necesita la recarga si o no?",1
173,Preocuparse menos y mandar más a la mierda.,0
174,"""En mis tiempos..."" si abuela, en sus tiempos eran súper santos y por eso tengo 18 tíos.",1
175,Perfume de hombre debilidad de toda mujer.,0
176,- ¿Porque llegas tarde a clases? -Agradezca que vine a la escuela,1
177, las matemáticas maduren y puedan resolver sus propios problemas.,1
178,"-Hijo, ¿practicas la pesca? -No - ¿Y ese bagre? -Ya mamá, deja en paz a mi novia -Jajaja, no te aguantas nada",1
179,"Su mensaje fue enviado, visualizado e ignorado con éxito.",0
180,La masturbación es un trabajo artesanal... 100% hecho a mano! ,1
181,"—Señor ¿Tiene bolas de algodón? —Mire, si tuviera bolas de algodón ¡Mis hijos serían peluches!",1
182,Todos los hombres tienen su precio... pero algunos están de oferta. ,0
183,Tendría que estar prohibido estudiar un domingo.,0
184,EX significa: —Gracias por la EXperiencia. —Nuestro tiempo ya EXpiró. —EXiste alguien mejor en mi vida. —NEXt.,1
185,"—¿Te cojo? —¿Qué? —¡Que me pica el ojo! —Ahhh... —Te excito, lo sé. —¿Qué? —¿Tecito o café? —¡Café! —¿Te doy? —¿Qué? —Que ya me voy jaja",0
186,"Jefe, Luis me acosa, me dice: Qué rico huele tu pelo Ana -Pero eso no es malo -¡Acuérdese que Luis es enano!  ",1
187,"—Oye, tengo sueño.

—Pues duerme.

—Tengo hambre.

—Pues come.

—Te amo.

—¡Que te duermas!",1
188,"-Mi amor, decime algo dulce al oído -Flan",1
189,"Si no hiciste el sonido de ""we will rock you"" en una mesa, no sos humano",0
190,@Riete Profesores que se creen estrategas militares reubicando alumnos en los exámenes.,1
191,DICIEMBRE. Comer. Dormir. Comer. Dormir. Comer. Dormir. Comer. Dormir. Comer. Dormir. Comer.,0
192,"Tu mamá es taaan taan obesa, que cuando pasa frente a la TV... te pierdes como 5 comerciales. ",1
193,"RT @EresReflexivo: Es tan difícil ser pobre sin quejarse, como el ser rico sin convertirse en arrogante.",0
194,"Querido Colegio, necesitamos darnos un tiempo, no eres tú soy yo.",1
195,"-Señor, ¿podría explicarme el secreto de su éxito? -Depende, ¿es periodista o policía?  ",1
196,'Acabar' el examen y hacer el recuento de todas las preguntas respondidas para saber qué nota puedes sacar.,0
197,"— Mamá, aún no sé qué estudiar. — ¿Qué te gusta? — Dormir, comer y andar en twitter.",1
198,Nunca voy a entender por qué carajo el control del DVD tiene el botón de ABRIR sí igual me tengo que parar a poner el CD.,1
199,"“Hoy si me duermo temprano.” —Yo, todos los días.",0
200,"Una mujer sale del baño gritando con el pelo tieso y parado. Amor mira lo q me hizo el PANTENE Y el marido le grita: BRUTA, ahí dice PALPENE",1
201," -Oye no ha llegado el maestro..... -¡ CÁLLATE, NO LO INVOQUES!",0
202,Dormir con una persona y automáticamente ponerle una pierna encima,0
203,"- ¿Y si mejor quedamos como amigos?
- ¿Y si mejor te vas a la mierda?",0
204,La arma favorita de Uribe son las indirectas en twitter ,0
205,"- ¿Me queres? -Si - ¿Cuánto? -Cuanto más lejos, mejor.",1
206,No todos los tweets tienen un por qué o un por quién.,0
207,- ¿Qué haces enterrando esas películas de terror? - ¡Cállate amor! - ¿Pero qué mierda estas haciendo? - ¡ESTOY SEMBRANDO EL PÁNICO! JAJAJA,1
208,"Si no gritaste ""Ahí viene el profe"",te sentaste y te hiciste el angelito, no tuviste infancia.",0
209,"Típico: cuando alguien te cae mal, todo lo que dice te parece estúpido.",0
210,"-Veo que su currículum es bastante brillante -Gracias, lo escribí en papel aluminio",1
211,El sueño que me da después del almuerzo es como si nunca hubiera dormido en la vida.,0
212,"-Perdón, ¿la calle Caldera? -Es la que viene -Ah perfecto, entonces la espero :)",1
213,"—Oye, por qué me agarras las nalgas?   —Porque ""si la vida te da la espalda, agárrale las nalgas"".   —¿Y eso qué?   —Tú eres mi vida.",1
214,"Típico: Pensar maniobras de escape mientras viajas en taxi, por si el conductor quiere violarte.",0
215,"Típico : Gritar: ""ya voy"" hasta que tu mamá se vuelva loca.",1
216,"- Hola arroz - ¿Cómo me llamaste? - Ay disculpa, yo y mi mala costumbre de decir las cosas al revés.",1
217,"Ley femenina: Si la haces reír, hueles rico, eres caballeroso, te vistes bien, le contestas los mensajes rápido. Sumas muchos puntos.",1
218,"Ataques de ""quiero verte"".",0
219,Qué Pasa?  NOJODA!!! http://t.co/R0BQuWtAmV,0
220,"Mi mamá en Whatsapp; —Hola mamá, ¿cómo estás? *pasan 5 años* *me gradúo* *me caso* *tengo 2 hijos* *mis hijos se gradúan* —Bien.",1
221,Uso del celular: —5% llamadas. —12% Mensajes de texto. —8% Twitter. — 75% Fingir usarlo en momentos incomodos.,1
222,"Ciclo de Twitter:
1) Abres una cuenta
2) La dejas unos meses por no saber usarla
3) Entras de nuevo y te vuelves adicto!",0
223,"-Padre, acúsome qui mi boca pecó con el Jelipe -Ponte agua bendita en los labios -Creo que mijor hago gárgaras padre! by @riczamorano",1
224,"-Papá, ¿me das $100? - ¿QUE? ¿Qué te de $50? ¿Para qué queres $30 si con $20 es suficiente? Toma $10 y dale $5 a tu hermano.",0
225,"De King Kong, Hulk y Superman aprendí que la debilidad más grande de un hombre será siempre una mujer.",0
226,Una madre perdona siempre; ha venido al mundo para esto.  ,0
227,Nunca Falta esa persona que dice: ¿Y ustedes son novios ? Y crea un momento super incómodo.,0
228,¿En que se parece el Barcelona al Querétaro? En que el Barza tiene a Messi y el Querétaro tiene Messi medio que no gana ni un partido. ,1
229,"-Ninel, ¿qué opinas del muro de Berlín? -No sé, la verdad no tengo a Berlín en Facebook... by @yngrao ",1
230,Tipico: cuando cuidas más tu dinero es cuando más rápido lo gastas.,0
231,"-Mamá, mamá, me dijeron Rihanna - ¿Dónde? -En la escuela ela ela eh eh eh.",1
232,"El año es nuevo, pero la flojera es la misma.",0
233,RT @el1000tomOk: -¿TENEZ FEIBU? -NO. -¿TENEZ TUITER? -NO. -WUATAP? -NO.. -Y Q TENE? -UNA VIDA... -ME LA PASA PA EL CANDY CRUSH?. BOEE RE VI…,1
234,"-Quiero escuchar el sonido de los delfines - ¿Que queres qué? - ¡No! Los gallos no, los delfines.",1
235,"-¿Ya llegaste? 
-No, te vine a avisar que me falta una cuadra :)",1
236,"Si te gusta mucho una canción, no la dediques nunca.",0
237,"-Voldemort, cuando eras pequeño ¿A quién admirabas? -A Pinocho",1
238,"-Pepito, tu nombre es curioso, cambias 1 letra y dice Peputo -El tuyo es + curioso cambias todas y dice chinga tu madre",1
239,"¿Cómo se llama el hermano más tonto de James Bond? ""We Bond"".",1
240,Cuando leo que alguien ''eZkRiBeE AzHii'' abrazo un diccionario y le susurro que todo va a estar bien.,1
241,¿Qué es una elección? Lo que le pasa a un chinito cuando lee una levista polno... ,1
242,"El dinero no comprará felicidad, pero compra comida que es más o menos lo mismo.",1
243,"—Profe, estoy dispuesta a hacer lo que sea para pasar la materia. —¿Lo qué sea? —Sí. —Entonces ponete a estudiar y deja de hacerte la puta.",1
244,"Se puede fingir todo lo que uno quiera, pero una mirada siempre lo confesará todo. BUEN DIA",0
245,RT @AmorAmbiental: Junta y aplasta las latas de aluminio para reducir su volumen.,0
246,"Típico: detrás de ése ""yo te aviso"" hay un ""no voy a ir""",1
247,"Típico: — ¿Que dia es hoy? — Martes! — No pelotudo, que numero!",0
248,Típico : Esa Alegría de saber que a tu amigo también le fue mal en la Prueba.,1
249,"El que revisa lo que no debe, se entera de lo que no quiere.",0
250,"Va el mariquita al odontólogo y se señala una muela: -Doctor, me duele aquí... me desnudo?!",1
251,"Típico : —Me cae mal —¿La conoces? —No, pero me cae mal.",0
252,"-Mi amor, tu mamá se cayó de la terraza hace 1 hora - ¿Y por qué no me lo dijiste antes? -Es que no podía dejar de reírme.",1
253,"-Señorita, disculpe pero su vuelo viene demorado... Alicia Machado: -¡Ay, que emoción, es mi color favorito! ",0
254,"—AmiiGa NoO mMe AhH BaJAaDoO LaA RrEegLA. —ah, pues ya tienes dos retrasos...",1
255,"-911 ¿Cuál es su emergencia? - ¡No tengo Coca Cola! –Mantenga la calma, y por ningún motivo compre Pepsi.",1
256,RT @EresPensamiento: Cada lágrima enseña a los mortales una verdad,0
257,"Te ven bostezando y te preguntan:
- ¿TIENES SUEÑO?
- No, estoy cantando ópera en silencio.",1
258,"Tipico: :No importa como guardes los auriculares, siempre los vas a encontrar enredados.",1
259,"Cuando te diga ""Me voy a dormir"" en vez de ponerle ""Vale, adiós"", llámala y dile: ""Buenas noches pequeña, duerme genial, te quiero.""",0
260,"RT @dianadagostino_: ""Hace falta toda una vida para aprender a vivir"". -Séneca",0
261,"A disfrutar esta navidad, porque la pasada los Mayas nos la echaron a perder.",0
262,Mi sistema operativo es multitarea: Acaba con mis nervios y mi paciencia al mismo tiempo. ,0
263,"Típico: Decir ""SI"" sin tener ni idea de lo que están hablando.",0
264,CHISTE PICANTE: Explicaciones (en nuestro sitio web) http://www.loschistes.com/chiste-484.html  ,0
265,"Era un tipo tan gordo, pero tan gordo, que su ángel de la guarda dormía en el suelo   ",0
266,"Típico te dicen: ""me saludas a tu mamá"" y nunca lo haces.",0
267,"—¿A dónde tan solita, chiquita? —Voy al kinder, señor.",1
268,"RT @CuriosoDato: Perdonar es el valor de los valientes. Solamente aquel que es bastante fuerte para perdonar una ofensa, sabe amar. Mahatma…",0
269,"2 borrachitos: -Llévame al bar la ""Perla Milagrosa"". Otro día en el hospital y aporreados: ¡Menso, ahí decía la ""Curva Peligrosa""!",1
270,"Hablo 3 idiomas: español, sarcasmos e indirectas.",1
271,Típico: Decir la verdad y que no te crean por reírte.,0
272,"- Doctor, ¿qué tiene mi marido? - Una mujer preciosa. - Awww ,muy amable. Pero recuerde que estoy casada... - Por poco tiempo.",1
273,"-Mi primo se desfiguro media cara -Bueno, míralo por el lado bueno",1
274,No soy raro. Soy edición limitada.,0
275,"- ¿Usted sabe ingles? -Si -A ver, ¿como se dice puerta? -Door - ¿Y el que vende puertas? -Vende-door.",1
276,El último deseo de mi padre antes de morir era que me sentara en sus piernas. Lo habían condenado a la silla eléctrica.  ,1
277,"Cuando te sientas muy mal, recuerda que hay gente que tiene un tatuaje con el nombre de su ex.",1
278,"Tengo una amiga que le dicen Rambo, porque es-talón y cobra... ",1
279,"Cuando estás en la casa de alguien: La gente normal: ""¡Qué casa tan bonita!"" Yo: ""¿Cuál es la contraseña del WIFI?""",1
280,Hoy en día la fidelidad sólo se ve en los equipos de sonido...,1
281,¿En qué se parece un vibrador a la soya? En que los dos son el sustituto de la carne.,1
282,"Me di cuenta que “Viernes” al revés se escribe “senreiV”, no significa nada, pero tengo hambre",0
283,"-Besémonos - ¿Besaste monos? ¡Que asco! -No, yo quería decir que... -Das pena -Pero no entend... - ¡ADIÓS BESADOR DE MONOS!",0
