,text,category
24,-Quiero ser más que tu amiga -Ayyy ♥ que lindo. ¿Y que queres ser? -Quiero ser tu  'hermana' en Facebook.,1
25,No hay photoshop que te arregle el cerebro... Entérate.,0
26,"—Bueno, ¿Con quién quiere hablar?
—Contigo.
—Déjeme se lo paso, ¡TIGO, TE HABLAN! 
—No, pero... 
—Ya viene. 
—Espera... 
—Hola, habla Tigo.",1
27,"— Ya le dimos muchas vueltas, esto no puede continuar. — Pero yo te amo. — Señor, ya bájese del carrusel, no sea ridículo. — Ay. :(",1
28,Algunos hombres tienen su barriga cervecera como cementerio: dándole sombra al muerto.,1
29,"-Papá, hay un señor en la puerta haciendo una colecta para una nueva piscina -Dale un vaso de agua",1
30,"-Si no paga, procederemos a embargar su cuenta - ¿La de Twitter? -No, la del banco -No jodas, ¡ya me había asustado!",1
31,¿Qué hace un tomate con capa y sombrero? Capitán Tomate. ¿Y qué hace una patata con capa y sombrero? Imitar al Capitán Tomate.,1
32,"-Amor, ¿sabes qué es lo más hermoso que tienes? -Wow, ¿qué cosa mi amor? -No tengo ni idea, por eso te pregunto...",1
33,El amor eterno dura aproximadamente 3 meses .,1
34,"Justifique su repuesta: ""Es falso, porque no es verdadero""",0
35, Me suicidaria.,0
36,"-Mamá, mamá, en la escuela me dicen incoherente - ¿Por qué hijo? -Almohada",1
37,Todos hemos fingido una conversación por celular para evitar a alguien.,0
38,Típico: — ¿Te acuerdas cuando te gustab…. — ¡CÁLLATE! ¡CÁLLATE!,0
39,Ese incómodo momento en el qué te ven tomandote una foto.,0
40,2014 y todavía siguen haciendo celulares inteligentes con baterías que duran 3 horas,1
41,"RT @BuenaFraseEs: Si alguien quiere seriamente ser parte de tu vida, hará lo imposible por estar en ella.",0
42,"RT @Ejercitandote: Trotar aparte de brindarte bienestar, mejoras en cuanto a tu sistema cardiovascular y circulatorio te puede hacer perder…",0
43,¿Qué le dijo una nalga a otra nalga? Sospecho que entre nosotras hay una soplona!  ,1
44,"- ¿Desea usted una mesa? -No, venimos a comer en el suelo",1
45,Un experto es alguien que te explica algo sencillo de forma confusa de tal forma que te hace pensar que la confusión es culpa tuya.,0
46,"-Mi amor, ¿Como me queda este vestido blanco? - ¡un oso polar! Todos corran por sus vidas",1
47,Ver el examen y pensar debajo de que puente vas a vivir,0
48,"-Describe tu vida amorosa en dos palabras 

- ¿Mi qué?",1
49,"RT @TodoReflexion: Que ironía: Si ignoras, te buscan... si buscas, te ignoran.",0
50,"¿Dedicarte tweets? JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJA Espero estés leyendo esto, te quiero mucho.",0
51,Típico: Tener todo el tiempo del mundo y terminar haciendo todo a última hora.,0
52,—Señor ¿por que hiciste a la mujer tan bella? —Para q te enamores de ella —¿Y por que la hiciste tan tonta? —Para que ella se enamore de ti.,1
53,¿Qué le dijo el inodoro a Batman? Te conozco la bati-cueva. ,1
54,"—¿Sabes qué es lo mas bonito de ti? —Awww ¿Qué cosa mi amor? —No tengo idea, por eso te pregunto ¬¬'",1
55,"—Profesora ""ayer"" lleva h? —No. —Y ""hoy"" lleva h? —Si, hoy si. —Como cambian las cosas de un día para otro...",1
56,"El que piense que el dinero no da la felicidad, que lo transfiera a mi cuenta.",1
57,"RT @FernandoCelis: ""No esperes por el momento preciso. Empieza ahora. Hazlo ahora. Si esperas por el momento adecuado, nunca dejarás de  ...",0
58,Despertar con sueño. LA HISTORIA DE MI VIDA.,0
59,"El ""me caes mal"" a primera vista, si existe.",0
60,"- Señor, estoy extremadamente enamorado de su hija, es muy linda, y no es por su dinero...

- ¡Ah! ¿De cuál de las 4?

- De cualquiera... :D",1
61,Mi mamá piensa que vacaciones significa temporada de limpieza extrema.,1
62,Un RT por Mosquitos que practican Formula 1 en tu oreja.,1
63,"Típico : 
—Mamá, ¿A donde vas? 
—Al super, ¿por? 
—Tráeme algo.",1
64,"Superar es necesario, seguir adelante es esencial y mirar hacia atrás es perder el tiempo.",0
65,Tipico: Enviar un mensaje y tener miedo de leer la respuesta.,0
66,"- ¿Estoy gorda amor? -No, tenes un cuerpo común - ¿Qué tan común? -Comuncerdito",1
67,Típico: entrar caminando a la cena navideña y salir rodando.,1
68,Típico: —¿Mamá puedo salir? —¿A donde? ¿Cuando? ¿A qué hora? ¿Por qué? ¿Con quién? ¿Para qué?,1
69,"— Hola, ¿Cómo te llamas?
— No soy el ayer ni soy el mañana...
— ¿De qué hablas?
— Me llamo Eloy!",1
70,"Papá papá, me resuelves el problema de matemáticas? -No hijo, no estaría bien. -Bueno, intentalo de todas formas. ",1
71,El único final feliz que conozco es el fin de semana.,1
72,"Típico: - ¿Mamá, te ayudo en algo? -No - ¿Segura? -Sí *10 minutos después* - ¡ES QUE SIEMPRE HAGO TODO YO! ¡NO AYUDAS EN NADA!",1
73," ¿Amor, estoy gorda?  Cómo dices eso mi Buda, perdón, mi vida.",1
74,Típico : Aburrirse y empezar a molestar gente.,0
75,"Nivel de amor entre hermanos: ""Eres adoptado"".",0
76,RT @MiAmorEnLetras: El reino de la justicia es el dominio del orden moral. Marco Fidel Suárez,1
77,"RT @dondealfredo: Durante su crianza en barricas de roble, cuya capacidad no superan los 700 litros, el whisky pierde naturalmente un 2% ...",0
78, vio un McDonald's o Burger King en construcción,0
79,- ¿Que qué queremos? - ¡Quitar el autocorrector del iPhone! - ¿Cuándo lo queremos? - ¡Ahorca! ¡Ahorra! ¡Alborea! ¡Alborán! ¡La puta madre!,1
80,"Hay tres cosas en la vida que se van y no regresan jamás: las palabras, el tiempo, y las oportunidades. ",0
81,"—El director es un idiota 
—¿Sabes quien soy? 
—No 
—Soy la hija del director 
—¿Y sabes quien soy yo? 
—No 
—JAJAJÁ que bueno, ¡Adiós!",1
82,—¿Que te parece mi novia musulmana? —Uff!!! Tiene un cuerpo explosivo.,1
83,"—le escribo, no le escribo.
—le escribo, no le escribo.
—le escribo, no le escribo.
—mejor si le escribo.(Desconectado)",0
84,"El 99,9% de los accidentes domésticos ocurren en el hogar.",1
85,RT @KlipXtreme: Acercarte e invitarla a salir aunque sus amigas estén con ella ,0
86,"-Mi cielo, ¿por qué esta noche no cambiamos de posición? Ella sonríe: -De acuerdo, yo veo la televisión y tu cocinas...",1
87,"TÍPICO: después de discutir, se te ocurren cosas geniales que pudiste haber dicho.",0
88,@LCabrero Yo vere lo que escribo pendejo! Es mi twitter,0
89,"El truco está en tomarla de la cintura y decirle tiernamente al oído ""Eres mía pendeja, si intentas dejarme, te mato, a ti y a tu mamá""",0
90,"Cuando te sientas solo, mira el cielo y fijate en el sol, siempre esta solo, pero no por eso deja de brillar.",0
91,8 pasos para ser feliz: 1. Jamás 2. Regreses 3. Con 4. La 5. Persona 6. Que 7. Te 8. Lastimó.,0
92,"Hijo, no crees que estás un poco obsesionado con Twitter? Ay arrobamamá, no sabes lo que dices. Hashtag-madreslocas",1
93, @WHATDAFAQSHOW Las flacas ricas y el viernes de terror! Si no lo sabes... AHORA LO SABES!!!,0
94,"Ese momento incómodo cuando ya te vas y alguien te dice ""HOLA""",0
95,"—¿Qué vas a hacer hoy?. — Nada. — Pero, ¿eso no hiciste ayer?. — Si, es que no termine.",1
96,"TIPICO: Te pones los audifonos, te hablan, y tu solo sonries y dices que ""si"".",0
97,"-Mi vida, ¿queres casarte conmigo? -No puedo responderte ahora. Estoy asando un pollo y yo nunca tomo decisiones importantes al asar",1
98,Típico: Pelearte con tus papás y no comer por orgullo.,0
99,"-Papá, no puedo dormir. ¿Me contas una historia? -Sí hija. Había una vez, una pequeña niña que no podía dormir, entonces murió.",0
100,Esas ganas de acariciarle la cara con las ruedas de un tractor.,0
101,"-Veamos, Jaimito, ¿qué me dices de la muerte de Napoleón? -¡Que lo siento mucho, maestra!",1
102,"Mujer: No tengo hijos, soy esméril. Amiga: Quizá tu esposo es imponente. Esposo: Ignorantes. Son esas pastillas anticorrosivas!",1
103,"¿De quién es esa manita? ¿De quién es esa piernita ¿De quién son esos ojitos? ¡Ay Dios mío, esta Morgue es un desastre! ",1
104,"RT @Ejercitandote: Bailar tambien quema calorias, una persona promedio quema aprox. 130kcal bailando cada media hora.",0
105,"Los mejores amigos siempre van a terminar ayudándote, justo después de reírse mucho de ti.",0
106,Típico : Ataques de: Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir,0
107,"Odio cuando camino y viene alguien en mi dirección y para esquivarlo doy un paso a la derecha uno a la izquierda y pasito tum tum, bailamos.",0
108,ÚLTIMA HORA: Incendio en el zoo. Se cree que las culpables fueron las llamas.,1
109,"-Mamá, ¿puedo salir? –No - ¿Cómo se llama lo blanco que le echas a la comida? -Cloruro de sodio -Pero… - ¡Cloruro de sodio te dije!.",1
110,@UsoCaruso Armenia viejo uso!,0
111,Lo inesperado es lo mejor que te puede pasar.,0
112,"Felicidad es apagar el despertador y seguir durmiendo, así le demuestras al tiempo quién es el que manda.",0
113,"—Nada dura para siempre.  Yo, quejándome cuando se me acaba el saldo del celular.",1
114,"Si te da besos hasta en la nariz, eso es amor.",0
115,"-Mamá, en el colegio me dicen shampoo -Tranquilo Jhonson, no más lágrimas",1
116,RT @TodoReflexion: Lastima que no valoras a quien esta a tu lado hasta que lo pierdes.,0
117,— ¿Qué haces amor? — Hablo con una amiga. — :) — ¿Y tú? — :) — ¿Estás brava? — :) — ¿Todo bien? — :) — ¿Hola? — :),0
118,Tener una amiga que te cela como si fuera tu novio,0
119,Hace un año nunca habría imaginado que sería como soy ahora.,0
120,"—Oye mi amor, ponte la pijama de Chewbacca que usaste ayer. —Ayer dormí desnuda pendejo. ",1
121,¿Qué haces cuando no puedes dormir?: 1%: Intentar dormir. 99%: Calcular cuanto tiempo dormirías si te durmieras justo en ese momento.,1
122,"""El amor no es un problema, el problema son esas personas que no saben lo que significa.""",0
123,Lo más irónico es enamorarte de una persona que posea los defectos que más odias.,0
124,"Si tu mamá no inventó la hora para que te levantes temprano, fracaso como madre.",0
125,Cantar sin querer la canción que odias y maldecir a tu subconsciente.,1
126,Mi esposa tiene un buen físico. (Albert Einstein)  ,1
127,Todos somos valientes hasta que la cucaracha vuela.,1
128,"¡PUTA DISTANCIA! —Hijo, ¿ya estas enamorado otra vez? —No mamá, el cable del cargador no llega hasta mi cama.",1
129,"Erase una vez un niño tan pero tan feo, que el cura lo bautizó de lejos con una pistola de agua.",1
130,"RT @AmorProhibid0: Sábado de cine, vayan a ver la divertida película  https://t.co/dFeZEYBBJj se las recomiendo mucho",0
131,Mirarte en el espejo y salir corriendo a felicitar a tu mamá,1
132,"RT @iPENSAMIENT0: No te preocupes si todavía estás sola/o, Dios te está mirando y diciendo: ""Te estoy guardando para alguien especial"".",0
133,"-Una ardilla astronauta..
-Un caracol que maúlla..
-Un cangrejo que tiene una hija ballena..
¿Qué se habrá fumado el creador de Bob Esponja?",1
134,Era una señora tan recatada que se cambió de casa porque la calle donde vivía era de doble sentido... by @David_Correal,1
135,"Que no se pierda la bonita costumbre de dormir hasta el medio día, para demostrarle a todos que eres una persona que lucha por sus sueños",1
136,"-Señor, le vendo este reloj, se puede bañar con el! -¿Y el botón para que salga el agua donde está...? by @J41D3R ",1
137,Típico: Dar la vuelta a la almohada para sentir el lado fresco.,0
138,Me gusta despertarme en las madrugadas y ver que me quedan unas horas más para seguir durmiendo.,0
139,Tener SEXO siete veces al día es muy AGOTADOR. ATTE: BlancaNieves...,1
140,Que tu abuela te de dinero como si te estuviera pasando droga.,0
141,Los verdaderos amigos son tratados como familia.,0
142,"—Papá, ¿Recuerdas que te dije qué iba a estudiar con unos colegas?. —Sí. —Pues necesito qué nos saques de la cárcel",1
143,No hay sentimiento que una carita del Whatsapp no exprese.,0
144,"Me preguntaron de adicciones, les conté de tus labios.",1
145,"Un borracho a otro: -Fíjate que cada vez que bebo, me hago más guapo. -¿Si? -Llego a mi casa y mi mujer me dice: ¡Ay, ay, qué lindo!",1
146,"Típico: Cuando te escriben algo bonito, lo lees cómo 20 veces.",0
147,"- ¿Y tu media naranja? 
-No tengo, soy un limón salvaje GRRRRRRRR",1
148,-Mi novio me dejó por mi adicción a las series de televisión - ¿Y hace mucho que estabas con él? -Y... tres temporadas,1
149,"-Soy adicto a tu sonrisa, ¿y vos a qué sos adicta? -A Twitter -Pero yo pensé que... - ¡A Twitter dije!",1
150,RT @ChisteUniversal: Ese pequeño baile con los pulgares que se hace cuando usted no sabe cómo responder a un texto de alguien.,0
151,"Las mamás deberían entender que la ropa limpia va en el ropero, la sucia en el piso y la que pienso volver a usar en el respaldo de la silla",1
152,"Niñas de 10 años escribiendo: ""No puedo sacarte de mi cabeza..."" ¿Qué tendrán, piojos?",1
153,¿Cuál es su talento? Dormir.,1
154,"Las 4 etapas del ser humano: Yo creo en Santa, yo no creo en Santa, yo me siento Santa, yo parezco Santa! ",1
155,"-Doctor ¿como salió la operación? -Señora, la operación fue un éxito, ojalá nos salga así la autopsia! by @Cristhian83 ",1
156,Típico: Morder a las personas para demostrarles cariño.,0
157,Entrar a la ducha y salir con un plan detallado de como solucionar todos tus problemas.,0
158,"Ese ""mini-infarto"" que te da cuando alguien te dice: ""Tengo que hablar contigo"".",0
159,"@WillyrexYT Willy, no te ilusiones xD",0
160,"Sonríe, nadie necesita saber que no estás bien.",0
161,Típico: Tener todo el tiempo del mundo y terminar haciendo todo a última hora,0
162,RT @dondealfredo: En 1506 el whisky únicamente podía ser vendido a cirujanos por sus propiedades medicinales. ,0
163,"Antes de hablar, escucha;
Antes de gastar, gana; 
Antes de criticar, espera; 
Antes de abandonar, intenta.",0
164,Me suelta el sueño y me agarra la flojera.,0
165,"Que alegria me da, Antes los TT eran  o cosas por el estilo, ahora es  o algo por el estilo! Que viva colombia!",0
166,"Osea, Traen a el papa de Oscar y no a la de Mateo? Señorita laura: Que entre el desgraciado de RCN!!!",0
167,Que te pasa wey! Pinche pendejo! ,0
168," Barny es un dinosaurio alcohólico y demente, Fuma marihuana y Viola niños inocentes.",1
169,"-¿Me das 40 condones? -...34, 35. Lo siento señor, sólo quedan 35 -Ya me arruinaste la noche! pero dámelos igual.",1
170,"Ese momento en que tenes tantas cosas por hacer y tantos deberes, que te colapsas y no haces nada.",0
171,"Una vez Superman necesitaba comprarse Superfume y pues nada, fue al supermercado.",1
172,"Corre el rumor de que para mañana, habrá un ""Aló Presidente"" con ""mensajes escritos"" de . ¿Quién será la médium?",0
173,Típico: Te levantas de noche para ir al baño y corres lo mas veloz que puedes para que el fantasma no te alcance,1
174,"Creo que mi habitación es un lugar santo, cada vez que mi mamá entra dice: ¡Díos mío!",1
175,Ese momento incómodo en el que no sabes si lo soñaste o pasó de verdad.,0
176,Típico: saludar a un perro en la calle y que te siga todo el camino,0
177,"No son celos, son mariposas encabronadas.",0
178,RT @DeboRecordarQue: El amor a la libertad se halla arraigado por naturaleza en el pecho de todos los hombres.,0
179,"El Papa lo tiene pero no lo usa, Bush lo tiene corto y Schwartzenegger lo tiene muy largo, ¿que es? !El apellido! ",1
180,"-Mi vida, tenemos que habl... - ¡CORTAMOS! Te gané -Pero amor, te iba a decir que vamos a tener un bebe -Cortamos dije…",1
181,"-Amor, ¿me veo gorda con este vestido? -No, para nada... A ver, roda para acá...",1
182,"RT @DeboRecordarles: Cuanto más pequeño es el corazón, más odio alberga",0
183,—Papá ¿qué hace una vaca en la calle? —No sé. —Vacaminando. JAJAJAJAJÁ. —Hijo... —¿Qué? —Pásame el cinturón.,1
184,"Un mensaje en la mañana no solo significa buenos días, también significa, pienso en ti cuando me levanto.",0
185,Típica conversación de Skype: -¿Alo? -¿Me oyes? -No oigo nada! -¿Alo? -¿Hola? -¿Estás ahí? - Voy a colgar y vuelvo a llamar... - ¿Alo?,1
186,"-¿Traes USB? -No, los caballeros no tenemos memoria. ",1
187,Si algo no lo pudo encontrar tu Mamá… Desapareció para siempre.,0
188,Lindsay Lohan va más a la cárcel que jugador de Monopolio... by @ciudadbizarra ,1
189,Como cualquier padre el Papa se retira para poder pasar más tiempo con sus niños. ,0
190,"Típico: 

—¿Mamá puedo salir? 

—¿A donde? ¿Cuando? ¿A qué hora? ¿Por qué? ¿Con quién? ¿Para qué?",1
191,Típico cuando te gusta alguien: Ya anda con alguien. Vive lejos. Es mayor que tú . Es menor que tú. No le gusto. Es famoso.,0
192,Dime quien es tu ginecólogo para ir a chuparle los dedos!,0
193,"En esta vida todo puede esperar, menos el hambre.",0
194,"-Oiga, su esposa se cayó del coche 10 km atrás! -¡Oh, gracias a Dios! Creí que me había quedado sordo! ",1
195,Un hombre dice: Tengo tanta hambre que me comería un helicóptero... Y un marica a su lado: tucutucutucutucutucu ,1
196,Enamorate de la mujer que haya tenido mas libros entres las piernas que hombres.,0
197,"-Amor, estoy embarazada -No te preocupes, para eso está el plan B - ¿Plan B? ¿Cuál es ese? -Disculpa, ¿te conozco?",1
198,Yo también rompí algo y lo deje armadito para que se le rompa al próximo que lo toque,1
199,"Hola mamá, ¿Recuerdas que tenía hambre? bueno, se quemó la casa :(",1
200,"Me acabo de dar cuenta que la palabra ""reconocer"" es igual al revés.",0
201,"@FrancoWore obvio payasito, te tenes que sentir re importante ;) ah quien era? jajaja yo también te amo Franco &lt;3",0
202,"3 am, ruidos, la Sra baja y ve a su marido: -Qué horas son de llegar? Y él, todo briago: -Naa nomas vengo x la guitarra! by @_Gerardoo_",1
203,"Ya es 2014 en algunos países, pero es 2013 acá en mi país así que básicamente estoy hablando con la gente del futuro.",0
204,"— ¿Nivel de inglés? — Alto. — Traduzca ""Sí"" — ¡Yes! — Úselo en una frase. — Mi prima se llama Yes enia. — ¡CONTRATADO!",1
205,Ser el psicólogo de tus amigos y no saber que hacer con tu vida.,0
206,Bye bye Raiting ,0
207,"—Hijo ¿Cómo te agrego al WhatsApp? —JAJAJAJÁ ¡No molestes abuelo, ya dame mi calculadora!",1
208,(Chiste racista) ¿Qué es un agujero negro?... Un negrito que vende agujas...,1
209,Pérdida inmediata de dignidad al resbalarte en medio de la calle :(,0
210,"Amar es una forma de vida, porque sin tu amor yo no estoy vivo.",0
211,No existe película de terror que supere aquella sensación de tocarse el bolsillo y no sentir el  móvil.,1
212,"Oye, ¿sabes Inglés? ¡Obvio! ¿Qué significa I am? La una de la mañana.",1
213,"Soy de ese 99,9% de personas que cuando dice la verdad, se empieza a reír y parece que miente.",0
214,"Levántate, no llores.. Solo di: ""vete a la mierda"" y sonrie.",0
215,-¡Hijo! ¿Cuántas veces te he dicho que no seas tan exagerado? -Cientos de miles de millones de billones de veces papá.,1
216,"–¿Y la novia, sobrino? –¿Y la clave del wifi, tía?",1
217,Un policia se me acercó y me preguntó: -¿Dónde estabas entre 3 y 4? Y le respondí: -¡En la guardería!  ,1
218,Ese hermoso y único talento de llegar tarde a todas partes.,1
219,"""Tengo hambre "", ""Tengo sueño"". Mis frases preferidas, día a día.",0
220,"—En mis tiempos... —Sí, sí abuela, como digas, en tus tiempos todos eran bien santos y por eso tengo 10 tíos y 9 tías.",1
221,Típico: Tomarse 10 fotos y salir mal en 15.,1
222,Típico: Dejar para mañana lo que ayer dejé para hoy.,1
223,—¡TE AMO! —¡Awww! —¡FELIZ DÍA DE LOS INOCENTES! —¡Ay! :(,1
224,Una niña de 16 le dice a una de 6: - ¡Los reyes magos no existen! Y la de 6 le contesta: - ¡LOS DE CREPÚSCULO TAMPOCO!,1
225,"— Mi novia me engaño con mi mejor amigo... — Te entiendo perfectamente — ¿También te pasó? — No, pero igual hablo español.",1
226,"-Señor, vengo a pedir las nalgas de su hija -Las Nalgas!? Se pide la mano! - No, la mano no, ya de puñetas estoy harto!",1
227," respirar. Lo intenté varias veces, llámenme rara, pero no puedo. En serio ¡siento como que me ahogo!",0
228,"-Profe, ¿puedo ir al baño? -No -Es que estoy en esos días… - ¿Cómo? -En el periodo... - ¿Qué? -Menstruación -Martín, vuelve a tu sitio.",1
229,No soy un completo inútil... Por lo menos sirvo de mal ejemplo.  ,1
230,"En halloween me voy a disfrazar de ""Tenemos que hablar"". ¡Eso sí que da miedo!",0
231,"¿Que es lo que hace un cereal cuando se levanta ? -Se lava ""Zucarita""... ¿Y cuando se acuesta? Se lava ""Zucoso""!",1
232,- ¿Que tiene esa botella? -Agua señor policía - ¡Esto es vino! -Alabado sea el Señor y sus milagros,1
233,1- No hacer nada. 2- Darte cuenta que tienes mucho que hacer. 3- Intentar organizarte. 4- Agobiarte. 5- Volver al paso 1 :),0
234,"—¿Consumes drogas?
—No
—¿Las has probado alguna vez?
—Jamás
—Te noto nervioso
—Es que es la primera vez que me entrevista un unicornio.",0
235,Yo en los primeros días de clases http://t.co/u7Bq9KDtqD,0
236,RT @ChisteUniversal: A veces me pregunto si Macarena ya logró darle alegría a su cuerpo...,1
237,Entrar a la ducha y salir con un plan detallado de como solucionar todos tus problemas,0
238,"Típico: te gusta una canción, pero no te sabes el nombre.",0
239,Típico: Contestar dormido y no saber qué hablaste.,0
240,"Un ladrón me dijo 'Dame todo lo que tengas' yo le respondí 'sólo tengo su recuerdo'me miró a los ojos, nos abrazamos y lloramos,fue hermoso.",0
241, —¿Qué te pasa? —(Que quisiera estar contigo ahora y que no existiera ninguna distancia de por medio.) Nada...,0
242,Típico : Tener una discusión y que se te ocurran respuestas geniales... después de una hora.,0
243,"Mucho se habla de la gente que muere por culpa del alcohol, pero poco de la que nace gracias a él. POCO.",1
244,"—¡Me vuelves a llamar gorda y te dejo! —Pero mi amor, piensa en el bebé— ¿Qué bebé? —Ah, ¿qué no estás embarazada? (O_O)",1
245,"Llámame cuando madures, te espero en mi casita del árbol",1
246,Hay decisiones que cambian tu vida y vidas que llegan a cambiar tus decisiones.,0
247,A un condenado a la silla eléctrica le preguntan: -¿Cuál es su último deseo? -Que todos nos cojamos de la mano... by @JuNhIoR_87 ,1
248,-¿Cuánta gente trabaja en tu empresa? -Sólo la mitad. by @hadacon ,1
249,"}Detrás de un ""Yo te aviso"" existe un ""No voy a ir"".",0
250,"—Hijo, ordena tu cuarto, vienen visitas. —Ah, no sabía que la reunión era en mi cuarto.",1
251,Tener el don de enojarse por cualquier cosa,0
252,"Y con el tiempo te vas dando cuenta que a veces es bueno, perder a algunas personas.",0
253,"-Hola arroz - ¿Cómo me llamaste? -Ay disculpa, yo y mi mala costumbre de decir las cosas al revés",1
254,El mundo está lleno de subnormales distribuidos estratégicamente para que te encuentres al menos uno al día.,1
255,"RT @EresChiste: Soy del 99,9% que no saben las calles, pero saben como llegar.",0
256,Menstruación. Día 1. No me toques. Día 2. Abrázame. Día 3. No me hables. Día 4. ¡¿Por qué no has hablado?! Día 5. ¡Tú nunca me entiendes!,1
257,"— Mi vida, ¿crees que me maquillé mucho?
— Depende, ¿vas a salir a matar a Batman?",1
258,"- ¿Cuál es tu droga favorita? -Vos, ¿Y la tuya? -La marihuana -Pero yo pensé... - ¡LA MARIHUANA DIJE!",1
259,"- ¡Taxi! - ¿A dónde va? -No sé, pero dígame, ¿qué hace un tipo cómo usted seduciendo a la vida? -Otra vez vos maldito Arjona. ¡Bájate!",1
260,"Soy de los que se duerme tarde, así tenga que madrugar.",0
261,"Los verdaderos hombres no dan ROSAS, dan ROZONES... ",0
262,"Sin auriculares = Háblame. Un auricular = Puedes hablar conmigo, pero sólo si me agradas. Dos auriculares = CALLATE.",0
263,Típico : Recibir un mensaje en la madrugada y leerlo con un ojo.,1
264,Un aplauso por los que sabemos la verdad... pero queremos ver hasta donde llega la hipocresía.,0
265,"Asegúrate de que tus lágrimas no sean para cualquiera, no se le puede dedicar un sentimiento tan fuerte a alguien que no lo merece. BUEN DIA",0
266, PASALO!!! RETUITEALO!!! http://t.co/QO2uHCqv0E,0
267,"Amigos: ""¿Puedo ir a tu casa?"". Mejores amigos: ""Estoy de camino hacia tu casa""",0
268,—¿ Que queremos ? —¡¡ LA CURA CONTRA LOS CELOS !!  —¿Cuando la queremos ? —Pregúntale a tu amiguita!!!,1
269,"Mi cartera hoy parece una cebolla, cada vez que la abro, lloro. ",1
270,Típico: Cuando estás mal escuchas música triste y melancólica para sentirte peor.,0
271,Para todo en esta vida tu abuelita le tiene un dicho.,0
272,Típico: Utilizar vocabulario de difícil comprensión y alta complejidad en los exámenes para neutralizar la falta de conocimiento.,0
273,Típico De Navidad Desayuno: Recalentado Almuerzo: Recalentado Cena: Recalentado.,0
274,Mariana Pajón CAMPEONA! ,0
275,"-Oye, ¿que mañana es viernes Santo? -Así es, Blue Demon! mañana es viernes... via @miky77 ",0
276,"1er acto la piña saca 3 en examen, 2do acto la fresa saca 4, 3er acto la ciruela saca 6, ¿nombre de la obra? La Ciruela Pasa ",1
277,"—El amor no conoce de límites. —Señor, iba a 190 km/h, bájese del auto por favor.",1
278,"La vagina le dice al pene: Tu podrás entrar furioso y darme duro, pero júralo que YO de aquí te saco muerto!",1
279,Trabajos modernos... Experto Distribuidor de Música y Cinematografía: (Vendedor de Discos Piratas) by @tunoalva ,0
280,"- ¿Desde cuándo tiene usted la obsesión de que es un perro?. - Desde cachorro, doctor.",1
281,"Te quiero pero como amigos. ¿Comes amigos? Jaja, no, tú y yo. ¿Tú y yo comemos amigos? ¡Que seamos amigos! ¿¿Y nos comemos?? ¡¡NO!NO!",0
282,Madurar es dejar de buscar tu casa en Google Earth.,0
