,text,median,category
10,"Colombia, No voten por pesar, o por que los haga reir, Voten Por que su conciencia lo diga, Mateo Tiene talento por favor Oscar a el 6565 noun punctuation noun verb adposition verb punctuation conjunction adposition conjunction pronoun verb verb punctuation noun conjunction determiner noun pronoun verb punctuation noun noun adverb noun adposition determiner number",0,0
11,¿Alcohólico yo? JAJAJAJAJA ¡Para nada! Cada año solo bebo en 2 ocasiones: Cuando es mi cumpleaños y cuando no lo es. punctuation adjective pronoun punctuation noun punctuation adposition pronoun punctuation determiner noun adjective verb adposition number noun punctuation conjunction verb determiner noun conjunction conjunction adverb pronoun verb punctuation,3,1
12,"Nueva promoción de Microsoft: Con tu Windows 7, de regalo 3 botones de RESET de repuesto.   adjective noun adposition noun punctuation adposition determiner noun number punctuation adposition noun number noun adposition noun adverb punctuation",2,1
13,"-Como te llamas? -Anastasia, y me dicen Ana, tu? -Catalina, y me dicen Cata, y tu? -Penélope, pero no tengo apodo! by @DuendeUrbano punctuation conjunction pronoun noun punctuation punctuation noun punctuation conjunction pronoun verb noun punctuation determiner punctuation punctuation noun punctuation conjunction pronoun verb noun punctuation conjunction determiner punctuation punctuation noun punctuation conjunction adverb verb noun punctuation noun punctuation noun",4,1
14,"Si en las cajas de cigarrillos en vez de fotos de muertos pusieran: ""Estás ayudando al gobierno con $5"", todos dejarían de fumar. conjunction adposition determiner noun adposition noun adposition noun adposition noun verb punctuation punctuation verb verb adposition determiner noun adposition number punctuation punctuation pronoun verb adposition verb punctuation",0,0
15,"-Te amo -Tranquila, ya se te va a pasar… punctuation pronoun verb punctuation adjective punctuation adverb pronoun pronoun verb adposition verb punctuation",1,1
16,"Escuchar los pasos de tu mamá, bloquear el celular y hacerte el dormido. verb determiner noun adposition determiner noun punctuation verb determiner adjective conjunction verb pronoun determiner verb punctuation",0,0
17,"Admítelo, tu también dijiste: ""Mamá, si me compras esto, nunca mas te vuelvo a pedir nada"" verb pronoun punctuation determiner adverb verb punctuation punctuation noun punctuation conjunction pronoun verb pronoun punctuation adverb conjunction pronoun verb adposition verb pronoun punctuation",0,0
18,"- ¿Qué estas tomando? -Agua, mamá -A ver... Esto no es agua, es vino - ¡ALABADO SEA EL SEÑOR! punctuation punctuation pronoun pronoun verb punctuation punctuation noun punctuation noun punctuation adposition verb punctuation pronoun adverb verb noun punctuation verb noun punctuation punctuation noun punctuation",5,1
19,"Un matrimonio se reune en el cielo: -Querido, qué bueno encontrarte -Querido nada, era hasta que la muerte los separe! by @JoViRosHer determiner noun pronoun verb adposition determiner noun punctuation punctuation verb punctuation determiner adjective verb pronoun punctuation verb pronoun punctuation verb adverb conjunction determiner noun pronoun verb punctuation noun punctuation noun",4,1
20,Típico: estás saliendo con alguien y de repente aparece hasta tu ex del kínder. noun punctuation verb verb adposition pronoun conjunction adverb verb adposition determiner adjective adposition determiner verb punctuation,0,0
21,Nueva meta de esta generación: Llegar virgen a la primera comunión. adjective noun adposition determiner noun punctuation verb noun adposition determiner adjective noun punctuation,4,1
22,"Los domingos se hicieron para comer tarde, dormir todo el día y quejarse porque mañana es lunes. determiner noun pronoun verb adposition verb adverb punctuation verb determiner determiner noun conjunction verb pronoun conjunction adverb verb date punctuation",0,0
23,"-Te amo &lt;3 -Yo ya casi &lt;2,9999 punctuation pronoun verb punctuation noun punctuation number punctuation pronoun adverb adverb punctuation noun punctuation number",0,0
24,"—Cuando estoy aburrido de hablar con alguien digo: ""Jajajaja! Sí"", para cortar la conversación. —¿En serio? —Jajajaja! Sí. punctuation noun verb verb adposition verb adposition pronoun verb punctuation punctuation noun punctuation adverb punctuation punctuation adposition verb determiner noun punctuation punctuation punctuation adposition adjective punctuation punctuation noun punctuation adverb punctuation",3,1
25,Un hombre dice: Tengo tanta hambre que me comería un helicóptero... Y un marica a su lado: tucutucutucutucutucu determiner noun verb punctuation verb determiner noun pronoun pronoun verb determiner noun punctuation conjunction determiner noun adposition determiner noun punctuation noun,1,1
26,"-Le robé un beso que me dejo sin aliento -Pero contame, ¿Cómo fue? -Le robé el beso y luego me dio un golpe en el estómago :( punctuation pronoun verb determiner noun pronoun pronoun verb adposition noun punctuation conjunction adjective punctuation punctuation pronoun verb punctuation punctuation pronoun verb determiner noun conjunction adverb pronoun verb determiner noun adposition determiner noun punctuation punctuation",3,1
27,Decir que es una larga historia para no contarla. verb conjunction verb determiner adjective noun adposition adverb verb pronoun punctuation,0,0
28, Sexy And Know It - LMFAO noun punctuation noun,0,0
29,-Creo que soy muy neurótico - ¿Y eso? - ¿Y ESO QUE IDIOTA? ¿ME ESTÁS CUESTIONANDO? punctuation verb conjunction verb adverb adjective punctuation punctuation conjunction pronoun punctuation punctuation punctuation conjunction noun punctuation punctuation noun punctuation,4,1
30,"—¿Tienes tarjetas que digan Para mi único y verdadero amor♥? —Sí, claro joven ¿quiere una? —No, deme ocho... punctuation punctuation verb noun pronoun verb noun determiner adjective conjunction adjective noun punctuation punctuation punctuation noun punctuation adverb adjective punctuation verb pronoun punctuation punctuation noun punctuation verb pronoun number punctuation",3,1
31,Típico : Esa sonrisa diabólica que tratas de esconder cuando algo sale bien. noun punctuation determiner noun adjective conjunction noun adposition verb conjunction pronoun verb adverb punctuation,0,0
32,Mis padres me dijeron que deje de ver películas y lea más. Así que... Puse Subtítulos determiner noun pronoun verb conjunction verb adposition verb noun conjunction verb adverb punctuation adverb conjunction punctuation verb noun,4,1
33,"—¿Eres fan de Apple? —No. —¡¿Y esa tablet?! —Es mi novia, abuelo, ya déjala en paz. —Mira tiene mini teclas. —¡ABUELO! —JAJAJÁ —:'( punctuation punctuation verb noun adposition noun punctuation punctuation noun punctuation punctuation punctuation punctuation conjunction determiner noun punctuation punctuation punctuation noun determiner noun punctuation noun punctuation adverb verb pronoun adposition noun punctuation punctuation noun verb adjective noun punctuation punctuation punctuation noun punctuation punctuation noun punctuation punctuation punctuation punctuation",2,1
34,"-Amor, ¿sabes qué es lo más hermoso que tienes? -Wow, ¿qué cosa mi amor? -No tengo ni idea, por eso te pregunto... punctuation noun punctuation punctuation verb pronoun verb determiner adverb adjective conjunction verb punctuation punctuation noun punctuation punctuation determiner noun determiner noun punctuation punctuation adverb verb conjunction noun punctuation adposition pronoun pronoun verb punctuation",2,1
35,"Yo también he dicho que mi letra muy fea, para que no me toque escribir en los trabajos de grupo. pronoun adverb verb verb conjunction determiner noun adverb adjective punctuation adposition conjunction adverb pronoun verb verb adposition determiner noun adposition noun punctuation",3,0
36, las matemáticas maduren y puedan resolver sus propios problemas. determiner noun verb conjunction verb verb determiner adjective noun punctuation,4,1
37,Tendría que estar prohibido estudiar un domingo. verb conjunction verb verb verb determiner date punctuation,2,0
38,"Jefe, Luis me acosa, me dice: Qué rico huele tu pelo Ana -Pero eso no es malo -¡Acuérdese que Luis es enano!   noun punctuation noun pronoun verb punctuation pronoun verb punctuation pronoun adjective verb determiner noun noun punctuation conjunction pronoun adverb verb adjective punctuation punctuation verb pronoun conjunction noun verb adjective punctuation",4,1
39,"— Mamá, aún no sé qué estudiar. — ¿Qué te gusta? — Dormir, comer y andar en twitter. punctuation noun punctuation adverb adverb verb pronoun verb punctuation punctuation punctuation pronoun pronoun verb punctuation punctuation noun punctuation verb conjunction verb adposition noun punctuation",2,1
40,"- ¿Me queres? -Si - ¿Cuánto? -Cuanto más lejos, mejor. punctuation punctuation pronoun noun punctuation punctuation conjunction punctuation punctuation pronoun punctuation punctuation pronoun adverb adverb punctuation adjective punctuation",3,1
41,"Típico: cuando alguien te cae mal, todo lo que dice te parece estúpido. noun punctuation conjunction pronoun pronoun verb adverb punctuation pronoun determiner pronoun verb pronoun verb adjective punctuation",4,0
42,El sueño que me da después del almuerzo es como si nunca hubiera dormido en la vida. determiner noun pronoun pronoun verb adposition determiner noun verb conjunction conjunction adverb verb verb adposition determiner noun punctuation,0,0
43,"Mi mamá en Whatsapp; —Hola mamá, ¿cómo estás? *pasan 5 años* *me gradúo* *me caso* *tengo 2 hijos* *mis hijos se gradúan* —Bien. determiner noun adposition noun punctuation punctuation noun noun punctuation punctuation pronoun verb punctuation punctuation verb number noun punctuation punctuation pronoun verb punctuation punctuation pronoun noun punctuation punctuation verb number noun punctuation punctuation determiner noun pronoun verb punctuation punctuation noun punctuation",1,1
44,"-Papá, ¿me das $100? - ¿QUE? ¿Qué te de $50? ¿Para qué queres $30 si con $20 es suficiente? Toma $10 y dale $5 a tu hermano. punctuation noun punctuation punctuation pronoun verb number punctuation punctuation punctuation pronoun punctuation punctuation pronoun pronoun adposition number punctuation punctuation adposition pronoun verb number conjunction adposition number verb adjective punctuation verb number conjunction verb pronoun number adposition determiner noun punctuation",0,0
45,"-Voldemort, cuando eras pequeño ¿A quién admirabas? -A Pinocho punctuation noun punctuation conjunction verb adjective punctuation adposition pronoun verb punctuation punctuation adposition noun",2,1
46,RT @EresPensamiento: Cada lágrima enseña a los mortales una verdad noun punctuation noun punctuation determiner noun verb adposition determiner adjective determiner noun,0,0
47,No soy raro. Soy edición limitada. adverb verb adjective punctuation verb noun verb punctuation,0,0
48,"Cuando estás en la casa de alguien: La gente normal: ""¡Qué casa tan bonita!"" Yo: ""¿Cuál es la contraseña del WIFI?"" conjunction verb adposition determiner noun adposition pronoun punctuation determiner noun adjective punctuation punctuation punctuation determiner noun adverb adjective punctuation punctuation pronoun punctuation punctuation punctuation pronoun verb determiner noun adposition determiner noun punctuation punctuation",2,1
49,"-Describe tu vida amorosa en dos palabras 

- ¿Mi qué? punctuation verb determiner noun adjective adposition number noun punctuation punctuation determiner pronoun punctuation",3,1
50,"Niñas de 8 años diciendo: 

""¿Por qué mi gordo no se conecta?"" 

¿Acaso Winnie Pooh, tiene Facebook? noun adposition number noun verb punctuation punctuation punctuation adposition pronoun determiner noun adverb pronoun verb punctuation punctuation punctuation noun punctuation verb noun punctuation",0,0
51,—Señor ¿por que hiciste a la mujer tan bella? —Para q te enamores de ella —¿Y por que la hiciste tan tonta? —Para que ella se enamore de ti. punctuation noun punctuation adposition pronoun verb adposition determiner noun adverb adjective punctuation punctuation noun noun pronoun verb adposition pronoun punctuation punctuation conjunction adposition pronoun pronoun verb adverb adjective punctuation punctuation noun pronoun pronoun pronoun verb adposition pronoun punctuation,4,1
52,"- ¿Estás de novia? -No -Ah, pero seguro que algo tenés... -Sí, hambre. punctuation punctuation verb adposition noun punctuation punctuation adverb punctuation interjection punctuation conjunction adjective pronoun adverb adjective punctuation punctuation adverb punctuation noun punctuation",2,1
53,Nunca es tarde para seguir durmiendo. adverb verb noun adposition verb verb punctuation,0,0
54,"-Tengo hambre - ¿Y si salimos a comer a la calle? -Ok -Muy bien, vos sacas la mesa y yo los platos –Pero yo pensé que… - ¡LA MESA DIJE! punctuation verb noun punctuation punctuation conjunction conjunction verb adposition verb adposition determiner noun punctuation punctuation noun punctuation adverb adverb punctuation pronoun verb determiner noun conjunction pronoun determiner noun punctuation noun pronoun verb conjunction punctuation punctuation punctuation noun punctuation",4,1
55,Despertar con sueño. LA HISTORIA DE MI VIDA. verb adposition noun punctuation noun punctuation,3,0
56,Los verdaderos amigos no se ofenden cuando los insultas. Ellos sonríen y te dicen algo aún más ofensivo. determiner adjective noun adverb pronoun verb conjunction pronoun verb punctuation pronoun verb conjunction pronoun verb pronoun adverb adverb adjective punctuation,0,0
57,"CANIBALES: -Mi vida, que crees? acaba de fallecer el abuelo! -Que contrariedad, todavía tenemos media abuela en la nevera!  noun punctuation punctuation determiner noun punctuation pronoun verb punctuation verb adposition verb determiner noun punctuation punctuation conjunction noun punctuation adverb verb adjective noun adposition determiner noun punctuation",3,1
58,"Hola, soy tu cerebro… ¿Odias esta canción? Jodete, porque me la aprendí y vamos a estar cantándola todo el día interjection punctuation verb determiner noun punctuation punctuation verb determiner noun punctuation verb pronoun punctuation conjunction pronoun pronoun verb conjunction verb adposition verb verb pronoun determiner determiner noun",1,1
59,RT @DebeSaberQue: El peor error que puedes cometer es mantener a alguien en tu vida más del tiempo que se merece. noun punctuation noun punctuation determiner adjective noun pronoun verb verb verb verb adposition pronoun adposition determiner noun adverb adposition determiner noun pronoun pronoun verb punctuation,0,0
60,"Las mujeres siempre tienen la razón, la tengan o no. determiner noun adverb verb determiner noun punctuation pronoun verb conjunction adverb punctuation",0,0
61,"-Solo tenes 2 defectos -Ayyy, ¿dos? que pocos -Sí - ¿Y cuales son esos defectos? -La cara y el cuerpo... punctuation adjective noun number noun punctuation noun punctuation punctuation noun punctuation conjunction determiner punctuation adverb punctuation punctuation conjunction pronoun verb determiner noun punctuation punctuation determiner noun conjunction determiner noun punctuation",4,1
62,Las 7 maravillas del mundo: 1: Su mirada 2: Sus labios 3: Su sonrisa 4: Su voz 5: Sus manos 6: Su cabello 7: Y yo cuando estoy a su lado ♥=) determiner number noun adposition determiner noun punctuation number punctuation determiner noun number punctuation determiner noun number punctuation determiner noun number punctuation determiner noun number punctuation determiner noun number punctuation determiner noun number punctuation conjunction pronoun conjunction verb adposition determiner noun punctuation punctuation punctuation,1,1
63,"Cuando dejes de buscar físicos perfectos encontraras , Hermosos corazones. conjunction noun adposition verb adjective noun verb punctuation noun noun punctuation",0,0
64,¿Qué entra al centro de las mujEres y sólo detrás en el hombrE? La letra E  punctuation pronoun verb adposition determiner noun adposition determiner noun conjunction adverb adverb adposition determiner noun punctuation determiner noun noun,1,1
65,"La gente más importante para ti, es esa que te quiere hasta cuando ni tú mismo te soportas. determiner noun adverb adjective adposition pronoun punctuation verb determiner pronoun pronoun verb adposition conjunction adverb pronoun adjective pronoun verb punctuation",0,0
66,"Nivel de amor entre hermanos: ""Eres adoptado"". noun adposition noun adposition noun punctuation punctuation verb verb punctuation punctuation",1,0
67,*Año 2058* — ¿De que murió? — Lo aplasto un Samsung Galaxy S 28 punctuation date punctuation punctuation punctuation adposition pronoun verb punctuation punctuation noun verb determiner noun number,3,1
68,RT @MiAmorEnLetras: El reino de la justicia es el dominio del orden moral. Marco Fidel Suárez noun punctuation noun punctuation determiner noun adposition determiner noun verb determiner noun adposition determiner noun adjective punctuation noun,1,1
69,"-Jaimito, ¿le temes al Diablo? –Yo no le temo ni al Malamen - ¿Y quien es ese? -No se, pero siempre que rezan dicen: Y líbranos del Malamen punctuation noun punctuation punctuation pronoun verb adposition determiner noun punctuation punctuation noun adverb pronoun verb conjunction adposition determiner noun punctuation punctuation conjunction pronoun verb pronoun punctuation punctuation adverb pronoun punctuation conjunction adverb pronoun verb verb punctuation conjunction verb pronoun adposition determiner noun",2,1
70,Una llamada vale más que mil mensajes.  determiner noun verb adverb conjunction number noun punctuation,3,1
71,"- ""Podes mirar si no tengo nada” -A ver, camina... No, nada. 123.658.964 Hombres no entendieron esto. punctuation punctuation verb verb conjunction adverb verb pronoun punctuation punctuation adposition verb punctuation verb punctuation adverb punctuation pronoun punctuation number noun adverb verb pronoun punctuation",0,0
72,"—¿A qué te dedicas?
—Básicamente a respirar. No gano mucho, pero me da para vivir. punctuation punctuation adposition pronoun pronoun verb punctuation punctuation noun adposition verb punctuation adverb verb adverb punctuation conjunction pronoun verb adposition verb punctuation",3,1
73,"Viernes con ""V"" de ¡Vete a la mierda!, ya estoy cansado de tus mentiras. date adposition punctuation noun punctuation adposition punctuation verb pronoun adposition determiner noun punctuation punctuation adverb verb verb adposition determiner noun punctuation",0,0
74,"—Mamá jajaja, a que no adivinas donde estoy —Hijo, ahora no puedo hablar, llámame luego —¡MAMA! No puedo, sólo tengo derecho a una llamada. punctuation noun noun punctuation adposition conjunction adverb noun pronoun verb punctuation noun punctuation adverb adverb verb verb punctuation verb pronoun adverb punctuation punctuation noun punctuation adverb verb punctuation adverb verb noun adposition determiner noun punctuation",3,1
75,"- ¿Estás llorando? -No, me lavo la cara... Es que me quedé sin agua en casa punctuation punctuation verb verb punctuation punctuation adverb punctuation pronoun verb determiner noun punctuation verb pronoun pronoun verb adposition noun adposition noun",2,1
76,Nunca sabes lo que tienes... hasta que llega tu mamá y te dice: ¿Esto te sirve o lo tiro? adverb verb determiner pronoun verb punctuation adposition pronoun verb determiner noun conjunction pronoun verb punctuation punctuation pronoun pronoun verb conjunction pronoun noun punctuation,0,0
77,"El amor no se compra, el amor no se vende, el amor se fabrica donde tú lo sientes.  determiner noun adverb pronoun verb punctuation determiner noun adverb pronoun verb punctuation determiner noun pronoun verb pronoun pronoun pronoun verb punctuation",0,0
78,"¿Tú hablas inglés? -Obvio - ¿Como se dice pan? Bread - ¿Como se dice ""qué""?  What - ¿Y panqueque? Breadwhatwhat. punctuation pronoun noun adjective punctuation punctuation adjective punctuation punctuation conjunction pronoun verb noun punctuation punctuation noun punctuation punctuation conjunction pronoun verb punctuation pronoun punctuation punctuation punctuation noun punctuation punctuation conjunction noun punctuation punctuation noun punctuation",2,1
79,Los lunes son un invento del diablo. determiner date verb determiner noun adposition determiner noun punctuation,2,0
80,—¡CUIDADO CON EL BESOOOO! —¿Cuál be... punctuation punctuation noun punctuation punctuation punctuation determiner noun punctuation,2,1
81,"- ¿Qué estudias? -Derecho. ¿Y vos? - ¿Yo? Depende, a veces derecho otras veces de lado o acostado JAJAJAJA NO TE VAYAS, ME GUSTAS :( punctuation punctuation pronoun verb punctuation punctuation noun punctuation punctuation conjunction pronoun punctuation punctuation punctuation pronoun punctuation verb punctuation adposition noun adjective determiner noun adposition noun conjunction verb noun punctuation noun punctuation punctuation",2,1
82,"— Amor, me gustas pero estas obesa — ¿¿QUÉ?? — ¡Que me gusta como besas! :$ punctuation noun punctuation pronoun verb conjunction determiner adjective punctuation punctuation punctuation pronoun punctuation punctuation punctuation punctuation conjunction pronoun verb conjunction verb punctuation punctuation punctuation",0,0
83,Risa de personas normales: Jajaja :3 *Risa dulce y tierna* Mi risa: JAJAvsiamlAñobgrfnkJAJAJA *Golpea y aplaude como foca retrasada* punctuation noun adposition noun adjective punctuation noun number punctuation noun adjective conjunction adjective punctuation punctuation noun noun punctuation noun punctuation noun conjunction verb conjunction noun noun punctuation,0,0
84,"El 99,9% de los accidentes domésticos ocurren en el hogar. determiner number adposition determiner noun adjective verb adposition determiner noun punctuation",1,1
85,"-Doctor, me veo más gorda y fea, ¿qué tendré? -Razón punctuation noun punctuation pronoun verb adverb adjective conjunction adjective punctuation punctuation pronoun verb punctuation punctuation noun",4,1
86,"Odio como el lunes está tan lejos del viernes, y sin embargo el viernes esté tan cerca del lunes. verb conjunction determiner date verb adverb adposition determiner date punctuation conjunction adposition noun determiner date verb adverb adverb adposition determiner date punctuation",2,1
87,Soy esa clase de personas que intenta volver a dormirse para terminar ese sueño interrumpido. verb determiner noun adposition noun pronoun verb verb adposition verb pronoun adposition verb determiner noun verb punctuation,0,0
88,"— ¿Adónde vas?. — Donde diga tu corazón. — Señor, sea serio o bájese del taxi. punctuation punctuation pronoun verb punctuation punctuation punctuation noun verb determiner noun punctuation punctuation noun punctuation verb adjective conjunction verb pronoun adposition determiner noun punctuation",4,1
89,"-Mamá, mamá, en el colegio me llaman Loreal - ¿Por qué hijo? -Porque yo lo valgo punctuation noun punctuation noun punctuation adposition determiner noun pronoun verb noun punctuation punctuation adposition determiner noun punctuation punctuation conjunction pronoun pronoun verb",2,1
90,"—Oye, ¿Sabes cuál es la calle más silenciosa? —No. —La calle C JAJAJÁ ¿Entiendes? Cállese JAJAJAJÁ No te vayas, regresa, no tengo amigos :'( punctuation noun punctuation punctuation verb pronoun verb determiner noun adverb adjective punctuation punctuation noun punctuation punctuation noun noun noun punctuation verb punctuation verb pronoun noun pronoun noun punctuation verb punctuation adverb verb noun punctuation punctuation punctuation",0,0
91,"Hijo, no crees que estás un poco obsesionado con Twitter? Ay arrobamamá, no sabes lo que dices. Hashtag-madreslocas noun punctuation adverb verb conjunction verb determiner adverb verb adposition noun punctuation interjection noun punctuation adverb verb determiner pronoun verb punctuation noun",4,1
92,"2 palabras, 6 letras, 1 perfección: Mi mamá. number noun punctuation number noun punctuation number noun punctuation determiner noun punctuation",0,0
93,"El primer llamado ""A comer"" es una trampa para poner la mesa :( determiner adjective verb punctuation adposition verb punctuation verb determiner noun adposition verb determiner noun punctuation punctuation",0,0
94,"-Llámame, quiero escuchar tu hermosa voz –Awww♥ ¿en serio? -Jajajaja no, es que se me perdió el celular, ayúdame a encontrarlo. punctuation verb pronoun punctuation verb verb determiner adjective noun punctuation noun punctuation punctuation adposition adjective punctuation punctuation noun adverb punctuation verb pronoun pronoun pronoun verb determiner adjective punctuation verb pronoun adposition verb pronoun punctuation",1,1
95,"—Oigan chicos, ¿no creen que ya es hora de ir a la cama? —Es lo que yo digo señor, pero su hija nomás no quiere. punctuation noun noun punctuation punctuation adverb verb conjunction adverb verb noun adposition verb adposition determiner noun punctuation punctuation noun determiner pronoun pronoun verb noun punctuation conjunction determiner noun adverb adverb verb punctuation",5,1
96,-Escribí un libro - ¿Y por qué dibujaste un dedo en la primera hoja? -Ese es el índice punctuation verb determiner noun punctuation punctuation conjunction adposition pronoun verb determiner noun adposition determiner adjective noun punctuation punctuation pronoun verb determiner noun,4,1
97,"TIPICO: Te pones los audifonos, te hablan, y tu solo sonries y dices que ""si"". noun punctuation pronoun verb determiner noun punctuation pronoun verb punctuation conjunction determiner adjective noun conjunction verb conjunction punctuation conjunction punctuation punctuation",1,0
98,"Una moto y una ambulancia, dice la moto: Tan grandota y tan chillona. Y la ambulancia: Tan chiquita y tan pedorra!  determiner noun conjunction determiner noun punctuation verb determiner noun punctuation adverb adjective conjunction adverb adjective punctuation conjunction determiner noun punctuation adverb adjective conjunction adverb verb punctuation",1,1
99,"RT @ceramicascaribe:  los ceramistas griegos trabajaron la cerámica influenciados por las civilizaciones del Antiguo Egipto, Cana… noun punctuation verb punctuation determiner noun adjective verb determiner noun verb adposition determiner noun adposition determiner noun punctuation noun punctuation",0,0
100,"-Veamos, Jaimito, ¿qué me dices de la muerte de Napoleón? -¡Que lo siento mucho, maestra! punctuation verb punctuation noun punctuation punctuation pronoun pronoun verb adposition determiner noun adposition noun punctuation punctuation punctuation conjunction pronoun verb adverb punctuation noun punctuation",2,1
101,Aburrirte en clase y llenar la parte de atrás del cuaderno de dibujos sin sentido. verb pronoun adposition noun conjunction verb determiner noun adposition adverb adposition determiner noun adposition noun adposition noun punctuation,2,0
102,—Hola ¿cómo te fue en tu operación de oído? —Sí. punctuation noun punctuation pronoun pronoun verb adposition determiner noun adposition noun punctuation punctuation noun punctuation,4,1
103,"¿Qué le dijo Twitter a Facebook? -¿Por qué me sigues? ¿Y que le contestó Facebook? -No sé, pero Me Gusta!  punctuation pronoun pronoun verb noun adposition noun punctuation punctuation punctuation adposition pronoun pronoun verb punctuation punctuation conjunction conjunction pronoun verb noun punctuation punctuation adverb verb punctuation conjunction noun punctuation",4,1
104,También es bueno tener un hombro sobre el cual reír. adverb verb adjective verb determiner noun adposition determiner pronoun verb punctuation,0,0
105,"Ojala Pagaran Por las veces que decimos ''Este año si me pongo las pilas en el estudio"". Todos seriamos millonarios. verb noun determiner noun pronoun verb punctuation determiner noun conjunction pronoun verb determiner noun adposition determiner noun punctuation punctuation pronoun verb adjective punctuation",1,1
106,Esas ganas de tirarle un ladrillo a tu compañero de clase que le recuerda al maestro la tarea. determiner noun adposition verb pronoun determiner noun adposition determiner noun adposition noun pronoun pronoun verb adposition determiner noun determiner noun punctuation,0,0
107,"-Mamá mamá, para Navidad quiero una bici y 1000 followers! -¿Y para qué 1000 followers? -Para presumir mi bici!  punctuation noun noun punctuation adposition noun verb determiner noun conjunction number noun punctuation punctuation punctuation conjunction adposition pronoun number noun punctuation punctuation adposition verb determiner noun punctuation",3,1
108,"Típico: abres la ventana para que salga un mosquito... Y terminan metiéndose 6 moscas, 2 cucarachas, 3 arañas y un testigo de Jehová. noun punctuation verb determiner noun adposition conjunction verb determiner noun punctuation conjunction verb verb pronoun number noun punctuation number noun punctuation number noun conjunction determiner noun adposition noun punctuation",4,1
109,"—Tengo un novio como Thor. —¿Es rubio y guapo? —No. —¿Es musculoso? —No. —¿Es un Dios? —No. —¿Entonces? —Tiene un martillo, es carpintero. punctuation noun determiner noun conjunction noun punctuation punctuation punctuation verb adjective conjunction adjective punctuation punctuation noun punctuation punctuation punctuation verb adjective punctuation punctuation noun punctuation punctuation punctuation verb determiner noun punctuation punctuation noun punctuation punctuation punctuation adverb punctuation punctuation noun determiner noun punctuation verb noun punctuation",3,1
110,"Felicidad es apagar el despertador y seguir durmiendo, así le demuestras al tiempo quién es el que manda. noun verb verb determiner noun conjunction verb verb punctuation adverb pronoun verb adposition determiner noun pronoun verb determiner pronoun verb punctuation",0,0
111,"Borrar un ""ja"" de tu ""jajajajaja"" porque piensas que es mucho. verb determiner punctuation interjection punctuation adposition determiner punctuation noun punctuation conjunction verb conjunction verb adverb punctuation",0,0
112,"Si te da besos hasta en la nariz, eso es amor. conjunction pronoun verb noun adposition adposition determiner noun punctuation pronoun verb noun punctuation",0,0
113,"-¿Cómo te llamas? -Oreo, ¿y tú? -María. -Joder, ¡cómo las galletas! punctuation punctuation pronoun pronoun noun punctuation punctuation noun punctuation punctuation conjunction pronoun punctuation punctuation noun punctuation punctuation interjection punctuation punctuation pronoun determiner noun punctuation",2,1
114,Hay dos cosas que no se pueden disimular: Estar borracho y estar enamorado. verb number noun pronoun adverb pronoun verb verb punctuation verb adjective conjunction verb noun punctuation,0,0
